Date_Collected_yyyy-mm-dd,Sample_Frequency_Hrs,Filter_Tar_(B)_grams_(g),Filter_Sed_(A)_grams_(g),Sediment_grams_(g),Sediment_Calc_grams_(g),Sediment_Check_(Good/Bad)(±5%),Volume_Milliliters_(ml),Sedload_mg/l,Sedload_Calc_mg/l,Sedload_Check_(Good/Bad)(±5%),Nephelometric_Turbidity_Units_(NTU)
2008-06-25,6.0,0.0864,0.092,0.0056,0.005599999999999994,True,410.0,13.7,13.66,True,1.59
2008-06-26,6.0,0.0851,0.0904,0.0053,0.005299999999999999,True,400.0,13.2,13.25,True,1.43
2008-06-27,6.0,0.0855,0.088,0.0025,0.0024999999999999883,True,410.0,6.1,6.098,True,1.26
2008-06-28,6.0,0.0849,0.0886,0.0037,0.003699999999999995,True,410.0,9.02,9.024,True,1.43
2008-06-29,6.0,0.0848,0.0902,0.0054,0.005400000000000002,True,400.0,13.5,13.5,True,2.3
2008-06-30,6.0,0.0858,0.0924,0.0066,0.006599999999999995,True,400.0,16.5,16.5,True,3.01
2008-07-01,6.0,0.0842,0.0889,0.0047,0.00470000000000001,True,190.0,24.7,24.74,True,8.94
2008-07-01,6.0,0.086,0.0914,0.0054,0.005400000000000002,True,390.0,13.8,13.85,True,3.03
2008-07-02,6.0,0.0848,0.0886,0.0038,0.003799999999999998,True,380.0,10.0,10.0,True,1.93
2008-07-03,6.0,0.0847,0.0881,0.0034,0.0034000000000000002,True,350.0,9.71,9.714,True,2.11
2008-07-04,6.0,0.0853,0.0889,0.0036,0.003600000000000006,True,340.0,10.6,10.59,True,1.71
2008-07-05,6.0,0.0857,0.0878,0.0021,0.0021000000000000046,True,340.0,6.18,6.176,True,1.6
2008-07-06,6.0,0.0857,0.0888,0.0031,0.0031000000000000055,True,350.0,8.86,8.857,True,1.49
2008-07-07,6.0,0.0851,0.0872,0.0021,0.0021000000000000046,True,370.0,5.68,5.676,True,1.28
2008-07-08,6.0,0.086,0.0873,0.0013,0.0013000000000000095,True,380.0,3.42,3.421,True,2.03
2008-07-09,6.0,0.085,0.0861,0.0011,0.0010999999999999899,True,390.0,2.82,2.821,True,1.07
2008-07-10,6.0,0.0859,0.0871,0.0012,0.0011999999999999927,True,390.0,3.08,3.077,True,1.63
2008-07-11,6.0,0.0862,0.0873,0.0011,0.0011000000000000038,True,390.0,2.82,2.821,True,1.18
2008-07-12,6.0,0.086,0.0871,0.0011,0.0011000000000000038,True,390.0,2.82,2.821,True,0.959
2008-07-13,6.0,0.0855,0.0867,0.0012,0.0011999999999999927,True,390.0,3.08,3.077,True,1.41
2008-07-14,6.0,0.0854,0.0858,0.0004,0.0003999999999999976,True,390.0,1.03,1.026,True,1.27
2008-07-15,6.0,0.0859,0.0873,0.0014,0.0013999999999999985,True,390.0,3.59,3.59,True,0.927
2008-07-16,6.0,0.0857,0.0862,0.0005,0.0005000000000000004,True,380.0,1.32,1.316,True,1.26
2008-07-17,6.0,0.0854,0.086,0.0006,0.0005999999999999894,True,390.0,1.54,1.538,True,1.09
2008-07-18,6.0,0.0856,0.0858,0.0002,0.00020000000000000573,True,390.0,0.513,0.5128,True,1.08
2008-07-19,6.0,0.0857,0.086,0.0003,0.0002999999999999947,True,390.0,0.769,0.7692,True,1.37
2008-07-20,6.0,0.0852,0.0853,0.0001,0.00010000000000000286,True,380.0,0.263,0.2632,True,0.733
2008-07-21,6.0,0.0854,0.0861,0.0007,0.0006999999999999923,True,380.0,1.84,1.842,True,1.04
2008-07-22,6.0,0.0852,0.0855,0.0003,0.0003000000000000086,True,380.0,0.789,0.7895,True,0.911
2008-07-23,6.0,0.0858,0.0866,0.0008,0.0007999999999999952,True,360.0,2.22,2.222,True,0.753
2008-07-30,6.0,0.0843,0.086,0.0017,0.0016999999999999932,True,1130.0,1.5,1.504,True,0.502
2008-09-09,,0.0845,0.0857,0.0012,0.0011999999999999927,True,960.0,1.25,1.25,True,1.25
2008-10-14,,0.0848,0.085,0.0002,0.00020000000000000573,True,700.0,0.286,0.2857,True,0.453
2009-04-28,,0.0819,0.0853,0.0034,0.0034000000000000002,True,1100.0,3.09,3.091,True,1.4
2009-04-28,6.0,0.0829,0.0866,0.0037,0.003699999999999995,True,520.0,7.12,7.115,True,1.62
2009-04-28,6.0,0.0836,0.085,0.0014,0.0014000000000000123,True,410.0,3.41,3.415,True,1.27
2009-04-29,6.0,0.0846,0.0857,0.0011,0.0011000000000000038,True,540.0,2.04,2.037,True,1.04
2009-04-30,6.0,0.0834,0.0842,0.0008,0.0007999999999999952,True,440.0,1.82,1.818,True,0.933
2009-05-01,6.0,0.0843,0.0858,0.0015,0.0015000000000000013,True,440.0,3.41,3.409,True,1.06
2009-05-02,6.0,0.0827,0.0834,0.0007,0.0007000000000000062,True,430.0,1.63,1.628,True,0.645
2009-05-03,6.0,0.0832,0.0843,0.0011,0.0011000000000000038,True,450.0,2.44,2.444,True,1.21
2009-05-04,6.0,0.0823,0.0839,0.0016,0.0016000000000000042,True,440.0,3.64,3.636,True,1.1
2009-05-05,6.0,0.0833,0.0858,0.0025,0.0025000000000000022,True,430.0,5.81,5.814,True,2.54
2009-05-06,6.0,0.0836,0.0864,0.0028,0.002800000000000011,True,430.0,6.51,6.512,True,1.53
2009-05-07,6.0,0.0851,0.0893,0.0042,0.004200000000000009,True,450.0,9.33,9.333,True,2.68
2009-05-08,6.0,0.0825,0.0843,0.0018,0.001799999999999996,True,450.0,4.0,4.0,True,1.67
2009-05-09,6.0,0.0843,0.0857,0.0014,0.0013999999999999985,True,440.0,3.18,3.182,True,1.19
2009-05-10,6.0,0.0841,0.0857,0.0016,0.0016000000000000042,True,430.0,3.72,3.721,True,1.5
2009-05-11,6.0,0.0846,0.0865,0.0019,0.001899999999999999,True,420.0,4.52,4.524,True,1.49
2009-05-12,,0.0847,0.0875,0.0028,0.002799999999999997,True,550.0,5.09,5.091,True,2.42
2009-05-12,6.0,0.0834,0.0844,0.0023,0.0010000000000000009,False,470.0,4.89,2.128,False,2.18
2009-05-12,6.0,0.0839,0.0863,0.0024,0.0023999999999999994,True,510.0,4.71,4.706,True,1.31
2009-05-13,6.0,0.0845,0.0857,0.0012,0.0011999999999999927,True,530.0,2.26,2.264,True,1.23
2009-05-14,6.0,0.0838,0.0866,0.0028,0.002799999999999997,True,520.0,5.38,5.385,True,1.62
2009-05-15,6.0,0.0862,0.0893,0.0031,0.0031000000000000055,True,530.0,5.85,5.849,True,1.76
2009-05-16,6.0,0.0858,0.0898,0.004,0.0040000000000000036,True,520.0,7.69,7.692,True,2.34
2009-05-17,6.0,0.0844,0.0921,0.0077,0.0076999999999999985,True,500.0,15.4,15.4,True,4.04
2009-05-18,6.0,0.0828,0.0994,0.0166,0.016600000000000004,True,500.0,33.2,33.2,True,8.17
2009-05-19,6.0,0.0847,0.1413,0.0566,0.05660000000000001,True,520.0,109.0,108.8,True,5.22
2009-05-20,6.0,0.0847,0.0968,0.0121,0.0121,True,520.0,23.3,23.27,True,2.56
2009-05-21,6.0,0.0839,0.0927,0.0088,0.008800000000000002,True,520.0,16.9,16.92,True,2.58
2009-05-22,6.0,0.0846,0.0977,0.0131,0.0131,True,520.0,25.2,25.19,True,2.75
2009-05-23,6.0,0.0846,0.0911,0.0065,0.006500000000000006,True,520.0,12.5,12.5,True,3.22
2009-05-24,6.0,0.0844,0.0951,0.0107,0.010700000000000001,True,530.0,20.2,20.19,True,2.84
2009-05-25,6.0,0.083,0.1229,0.0399,0.03989999999999999,True,520.0,76.7,76.73,True,2.95
2009-05-26,6.0,0.0842,0.1384,0.0542,0.0542,True,520.0,104.0,104.2,True,2.38
2009-05-27,6.0,0.0837,0.0888,0.0051,0.005100000000000007,True,530.0,9.62,9.623,True,2.3
2009-05-28,,0.0869,0.0943,0.0074,0.00739999999999999,True,710.0,10.4,10.42,True,2.4
2009-05-28,,0.087,0.1275,0.0405,0.04050000000000001,True,420.0,96.4,96.43,True,2.27
2009-05-28,6.0,0.0831,0.086,0.0029,0.0029,True,280.0,,10.36,False,2.29
2009-05-28,6.0,0.085,0.0887,0.0037,0.003699999999999995,True,540.0,6.85,6.852,True,1.0
2009-05-29,6.0,0.0835,0.0899,0.0064,0.006399999999999989,True,470.0,13.6,13.62,True,2.32
2009-05-30,6.0,0.083,0.0893,0.0063,0.0063,True,450.0,14.0,14.0,True,1.56
2009-05-31,6.0,0.0827,0.0864,0.0037,0.003700000000000009,True,220.0,16.8,16.82,True,2.35
2009-06-01,6.0,0.0841,0.0882,0.0041,0.004100000000000006,True,410.0,10.0,10.0,True,1.8
2009-06-02,6.0,0.0827,0.0859,0.0032,0.0032000000000000084,True,170.0,18.8,18.82,True,1.62
2009-06-03,,0.0846,0.5588,0.4742,0.47419999999999995,True,560.0,846.8,846.8,True,2.2
2009-06-03,,0.0852,0.0974,0.0122,0.012200000000000003,True,670.0,18.2,18.21,True,1.58
2009-06-03,6.0,0.1678,0.1878,0.02,0.01999999999999999,True,780.0,25.6,25.64,True,4.79
2009-06-03,6.0,0.0832,0.0943,0.0111,0.011099999999999999,True,380.0,29.2,29.21,True,2.88
2009-06-04,6.0,0.0851,0.0984,0.0133,0.013300000000000006,True,430.0,30.9,30.93,True,4.2
2009-06-05,6.0,0.0851,0.0964,0.0113,0.011300000000000004,True,440.0,25.7,25.68,True,3.42
2009-06-06,6.0,0.0848,0.132,0.0472,0.047200000000000006,True,460.0,103.0,102.6,True,8.65
2009-06-07,6.0,0.0851,0.105,0.0199,0.0199,True,480.0,41.5,41.46,True,3.35
2009-06-08,6.0,0.0836,0.0909,0.0073,0.007300000000000001,True,460.0,15.9,15.87,True,1.56
2009-06-09,6.0,0.0829,0.0864,0.0035,0.003500000000000003,True,470.0,7.45,7.447,True,1.48
2009-06-10,6.0,0.0861,0.0886,0.0025,0.0025000000000000022,True,480.0,5.2,5.208,True,1.26
2009-06-11,6.0,0.0842,0.0944,0.0102,0.0102,True,460.0,22.2,22.17,True,1.19
2009-06-12,6.0,0.0839,0.0865,0.0026,0.002599999999999991,True,470.0,5.53,5.532,True,1.48
2009-06-13,6.0,0.083,0.086,0.003,0.002999999999999989,True,480.0,6.25,6.25,True,1.36
2009-06-14,6.0,0.0844,0.0866,0.0022,0.0021999999999999936,True,470.0,4.68,4.681,True,1.34
2009-06-15,6.0,0.0839,0.087,0.0031,0.0030999999999999917,True,480.0,6.46,6.458,True,2.04
2009-06-16,6.0,0.0825,0.0864,0.0039,0.0039000000000000007,True,430.0,9.07,9.07,True,1.51
2009-06-17,,0.0861,0.0925,0.0064,0.006400000000000003,True,1100.0,5.82,5.818,True,1.07
2009-06-17,6.0,0.0841,0.0865,0.0024,0.0023999999999999994,True,210.0,,11.43,False,2.0
2009-06-17,6.0,0.0833,0.086,0.0027,0.002699999999999994,True,430.0,,6.279,False,1.25
2009-06-18,6.0,0.085,0.087,0.002,0.001999999999999988,True,460.0,4.35,4.348,True,0.766
2009-06-19,6.0,0.0857,0.0872,0.0015,0.0015000000000000013,True,470.0,3.19,3.191,True,0.703
2009-06-20,6.0,0.0842,0.0857,0.0015,0.0015000000000000013,True,470.0,3.19,3.191,True,1.31
2009-06-21,6.0,0.0863,0.087,0.0007,0.0006999999999999923,True,470.0,1.49,1.489,True,1.35
2009-06-22,6.0,0.0844,0.0861,0.0017,0.0016999999999999932,True,480.0,3.54,3.542,True,1.06
2009-06-23,6.0,0.086,0.087,0.001,0.0010000000000000009,True,470.0,2.13,2.128,True,1.22
2009-06-24,6.0,0.0846,0.0862,0.0016,0.0016000000000000042,True,460.0,3.48,3.478,True,1.16
2009-06-25,6.0,0.0864,0.0875,0.0011,0.0010999999999999899,True,480.0,2.29,2.292,True,0.97
2009-06-26,6.0,0.0852,0.0859,0.0007,0.0007000000000000062,True,450.0,1.56,1.556,True,0.87
2009-06-27,6.0,0.0843,0.086,0.0017,0.0016999999999999932,True,420.0,4.05,4.048,True,0.917
2009-06-28,6.0,0.0841,0.0857,0.0016,0.0016000000000000042,True,380.0,1.21,4.211,False,0.716
2009-06-29,6.0,0.0859,0.0868,0.0009,0.000899999999999998,True,350.0,2.57,2.571,True,0.66
2009-06-30,6.0,0.0859,0.0867,0.0008,0.0007999999999999952,True,340.0,2.35,2.353,True,0.614
2009-07-01,6.0,0.0845,0.0856,0.0011,0.0010999999999999899,True,310.0,3.55,3.548,True,0.806
2009-07-02,6.0,0.0856,0.0863,0.0007,0.0007000000000000062,True,320.0,2.19,2.188,True,1.02
2009-07-03,6.0,0.0844,0.0854,0.001,0.0010000000000000009,True,350.0,2.86,2.857,True,0.939
2009-07-04,6.0,0.0844,0.0854,0.001,0.0010000000000000009,True,390.0,2.56,2.564,True,0.921
2009-07-05,6.0,0.0848,0.086,0.0012,0.0011999999999999927,True,440.0,2.73,2.727,True,0.964
2009-07-06,6.0,0.0838,0.0851,0.0013,0.0012999999999999956,True,390.0,3.33,3.333,True,0.723
2009-07-07,6.0,0.0841,0.0855,0.0014,0.0014000000000000123,True,400.0,3.5,3.5,True,0.75
2009-07-08,6.0,0.0845,0.0855,0.001,0.0010000000000000009,True,340.0,2.94,2.941,True,0.804
2009-07-09,6.0,0.0853,0.0858,0.0005,0.0005000000000000004,True,290.0,1.72,1.724,True,0.467
2009-07-10,6.0,0.0863,0.0867,0.0004,0.0003999999999999976,True,230.0,1.74,1.739,True,0.712
2009-07-21,,0.0855,0.0877,0.0022,0.0021999999999999936,True,1160.0,1.9,1.897,True,0.83
2009-08-11,,0.0852,0.0864,0.0012,0.0012000000000000066,True,950.0,1.26,1.263,True,0.718
2009-09-11,,0.0811,0.0812,0.0001,9.999999999998899e-05,True,300.0,0.333,0.3333,True,0.403
2009-09-11,,0.0819,0.082,0.0001,0.00010000000000000286,True,320.0,0.312,0.3125,True,0.445
2009-09-11,,0.0822,0.0824,0.0002,0.00020000000000000573,True,310.0,0.645,0.6452,True,0.408
2009-09-11,,0.0831,0.0832,0.0001,0.00010000000000000286,True,210.0,0.476,0.4762,True,0.505
2009-09-11,,0.0818,0.082,0.0002,0.00020000000000000573,True,330.0,0.606,0.6061,True,0.376
2009-09-11,,0.0832,0.0839,0.0007,0.0007000000000000062,True,390.0,1.79,1.795,True,1.71
2009-09-11,,0.0835,0.0843,0.0008,0.0007999999999999952,True,260.0,3.08,3.077,True,0.668
2009-09-11,,0.0852,0.0854,0.0002,0.00020000000000000573,True,310.0,0.645,0.6452,True,0.901
2009-09-11,,0.0832,0.0837,0.0005,0.0005000000000000004,True,260.0,1.92,1.923,True,0.57
2009-09-11,,0.0838,0.0847,0.0009,0.000899999999999998,True,330.0,2.73,2.727,True,0.679
2009-09-11,,0.0852,0.086,0.0008,0.0007999999999999952,True,400.0,2.0,2.0,True,0.839
2009-10-23,,0.0847,0.087,0.0023,0.0022999999999999965,True,900.0,2.56,2.556,True,1.03
2010-03-24,,0.0838,0.0871,0.0033,0.0032999999999999974,True,710.0,4.65,4.648,True,1.12
2010-03-24,6.0,0.0802,0.0808,0.0006,0.0006000000000000033,True,260.0,2.31,2.308,True,0.447
2010-03-27,6.0,0.0815,0.0819,0.0004,0.0003999999999999976,True,270.0,1.48,1.481,True,1.04
2010-03-30,6.0,0.082,0.0822,0.0002,0.00019999999999999185,True,240.0,0.833,0.8333,True,1.35
2010-04-01,6.0,0.0831,0.0832,0.0001,0.00010000000000000286,True,160.0,0.625,0.625,True,1.01
2010-04-02,6.0,0.0816,0.0838,0.0022,0.0021999999999999936,True,300.0,7.33,7.333,True,34.4
2010-04-16,,0.0844,0.0907,0.0063,0.0063,True,650.0,9.69,9.692,True,2.45
2010-04-20,6.0,0.0826,0.0862,0.0036,0.003599999999999992,True,490.0,7.35,7.347,True,4.35
2010-04-21,6.0,0.0835,0.0881,0.0046,0.004599999999999993,True,490.0,9.39,9.388,True,4.34
2010-04-22,6.0,0.0837,0.0881,0.0044,0.004400000000000001,True,500.0,8.8,8.8,True,4.75
2010-04-23,6.0,0.0811,0.0829,0.0018,0.001799999999999996,True,510.0,3.53,3.529,True,2.53
2010-04-24,6.0,0.082,0.084,0.002,0.0020000000000000018,True,510.0,3.92,3.922,True,2.28
2010-04-25,6.0,0.0816,0.0829,0.0013,0.0012999999999999956,True,510.0,2.55,2.549,True,1.56
2010-04-26,6.0,0.0846,0.0853,0.0007,0.0007000000000000062,True,500.0,1.4,1.4,True,1.27
2010-04-27,6.0,0.0832,0.0859,0.0027,0.002700000000000008,True,500.0,5.4,5.4,True,3.14
2010-04-28,6.0,0.0827,0.0862,0.0035,0.003500000000000003,True,510.0,6.86,6.863,True,3.11
2010-04-29,6.0,0.0818,0.0832,0.0014,0.0013999999999999985,True,500.0,2.8,2.8,True,1.4
2010-04-30,6.0,0.0816,0.0823,0.0007,0.0006999999999999923,True,520.0,1.35,1.346,True,1.0
2010-05-01,6.0,0.0821,0.083,0.0009,0.000899999999999998,True,520.0,1.73,1.731,True,0.866
2010-05-02,6.0,0.083,0.0838,0.0008,0.0007999999999999952,True,520.0,1.54,1.538,True,0.717
2010-05-03,6.0,0.0822,0.084,0.0018,0.00180000000000001,True,520.0,3.46,3.462,True,2.12
2010-05-04,6.0,0.0818,0.0828,0.001,0.0010000000000000009,True,520.0,1.92,1.923,True,1.35
2010-05-05,6.0,0.0823,0.0828,0.0005,0.0005000000000000004,True,520.0,0.962,0.9615,True,0.957
2010-05-06,6.0,0.0833,0.0839,0.0006,0.0006000000000000033,True,520.0,1.15,1.154,True,0.914
2010-05-07,6.0,0.0822,0.0827,0.0005,0.0005000000000000004,True,290.0,1.72,1.724,True,1.63
2010-05-08,6.0,0.0834,0.0847,0.0013,0.0012999999999999956,True,510.0,2.55,2.549,True,1.21
2010-05-09,6.0,0.0837,0.0845,0.0008,0.000800000000000009,True,500.0,1.6,1.6,True,0.857
2010-05-10,6.0,0.0825,0.0832,0.0007,0.0006999999999999923,True,510.0,1.37,1.373,True,1.93
2010-05-11,,0.0826,0.0838,0.0012,0.0011999999999999927,True,740.0,1.62,1.622,True,1.32
2010-05-11,6.0,0.0835,0.0851,0.0016,0.0015999999999999903,True,430.0,3.72,3.721,True,1.74
2010-05-11,6.0,0.0816,0.0826,0.001,0.0010000000000000009,True,520.0,1.92,1.923,True,0.954
2010-05-12,6.0,0.082,0.0835,0.0015,0.0015000000000000013,True,400.0,3.75,3.75,True,1.52
2010-05-13,6.0,0.0828,0.0837,0.0009,0.000899999999999998,True,400.0,2.25,2.25,True,1.8
2010-05-14,6.0,0.081,0.0823,0.0013,0.0012999999999999956,True,400.0,3.25,3.25,True,2.1
2010-05-15,6.0,0.0822,0.0846,0.0024,0.0023999999999999994,True,400.0,6.0,6.0,True,2.67
2010-05-16,6.0,0.082,0.0849,0.0029,0.0029,True,390.0,7.44,7.436,True,3.04
2010-05-17,6.0,0.0837,0.0885,0.0048,0.004799999999999999,True,410.0,11.7,11.71,True,5.11
2010-05-20,,0.0842,0.0905,0.0063,0.0063,True,760.0,8.29,8.289,True,2.43
2010-05-20,6.0,0.0821,0.0849,0.0028,0.002799999999999997,True,160.0,17.5,17.5,True,6.44
2010-05-20,6.0,0.0816,0.0854,0.0038,0.003799999999999998,True,400.0,9.5,9.5,True,3.21
2010-05-21,6.0,0.0815,0.0834,0.0019,0.001899999999999999,True,380.0,5.0,5.0,True,2.52
2010-05-22,6.0,0.0822,0.0837,0.0015,0.0015000000000000013,True,380.0,3.95,3.947,True,1.92
2010-05-23,6.0,0.0823,0.0839,0.0016,0.0016000000000000042,True,380.0,4.21,4.211,True,1.49
2010-05-24,6.0,0.0825,0.0842,0.0017,0.0016999999999999932,True,380.0,4.47,4.474,True,1.59
2010-05-25,6.0,0.0824,0.084,0.0016,0.0016000000000000042,True,380.0,4.21,4.211,True,1.84
2010-05-26,6.0,0.0816,0.0831,0.0015,0.0014999999999999875,True,370.0,4.05,4.054,True,2.24
2010-05-27,6.0,0.082,0.0846,0.0026,0.002599999999999991,True,380.0,6.84,6.842,True,2.88
2010-05-28,6.0,0.0813,0.084,0.0027,0.002700000000000008,True,390.0,6.92,6.923,True,1.97
2010-05-29,6.0,0.0821,0.0864,0.0043,0.004299999999999998,True,380.0,11.3,11.32,True,4.28
2010-05-30,6.0,0.0823,0.0851,0.0028,0.002799999999999997,True,380.0,7.37,7.368,True,3.16
2010-05-31,6.0,0.083,0.0857,0.0027,0.002699999999999994,True,380.0,7.1,7.105,True,4.6
2010-06-01,6.0,0.0822,0.0861,0.0039,0.0039000000000000007,True,380.0,10.3,10.26,True,2.83
2010-06-02,6.0,0.0824,0.0899,0.0075,0.007499999999999993,True,380.0,19.7,19.74,True,4.92
2010-06-03,6.0,0.0818,0.0887,0.0069,0.006900000000000003,True,370.0,18.6,18.65,True,17.5
2010-06-03,6.0,0.0817,0.0944,0.0127,0.012700000000000003,True,390.0,32.6,32.56,True,5.72
2010-06-04,6.0,0.0838,0.1005,0.0167,0.016700000000000007,True,370.0,45.1,45.14,True,10.1
2010-06-05,6.0,0.0824,0.0948,0.0124,0.012399999999999994,True,370.0,33.5,33.51,True,6.0
2010-06-06,6.0,0.082,0.0902,0.0082,0.008199999999999999,True,370.0,22.2,22.16,True,4.49
2010-06-07,6.0,0.0802,0.0882,0.008,0.008000000000000007,True,390.0,20.5,20.51,True,3.44
2010-06-08,6.0,0.0816,0.0865,0.0049,0.004899999999999988,True,370.0,13.2,13.24,True,2.39
2010-06-09,,0.0821,0.0882,0.0061,0.006099999999999994,True,860.0,7.09,7.093,True,1.19
2010-06-09,6.0,0.0814,0.0866,0.0052,0.005199999999999996,True,370.0,14.0,14.05,True,2.89
2010-06-09,6.0,0.0801,0.083,0.0029,0.0029,True,390.0,7.44,7.436,True,1.65
2010-06-10,6.0,0.0827,0.0867,0.004,0.0040000000000000036,True,400.0,10.0,10.0,True,2.51
2010-06-11,6.0,0.0844,0.0868,0.0024,0.0023999999999999994,True,400.0,6.0,6.0,True,2.51
2010-06-12,6.0,0.0843,0.0872,0.0029,0.0029,True,390.0,7.44,7.436,True,3.04
2010-06-13,6.0,0.0829,0.0865,0.0036,0.003599999999999992,True,380.0,9.47,9.474,True,3.29
2010-06-14,6.0,0.0829,0.086,0.0031,0.0030999999999999917,True,390.0,7.95,7.949,True,2.32
2010-06-15,6.0,0.0812,0.0843,0.0031,0.0031000000000000055,True,380.0,8.16,8.158,True,2.25
2010-06-16,,0.0816,0.0875,0.0059,0.005899999999999989,True,1030.0,5.73,5.728,True,1.75
2010-06-16,6.0,0.0816,0.0838,0.0022,0.0021999999999999936,True,390.0,5.64,5.641,True,3.15
2010-06-16,6.0,0.0826,0.0842,0.0016,0.0015999999999999903,True,310.0,5.16,5.161,True,1.46
2010-06-17,6.0,0.0833,0.0857,0.0024,0.0023999999999999994,True,390.0,6.15,6.154,True,1.68
2010-06-18,6.0,0.0815,0.084,0.0025,0.0025000000000000022,True,380.0,6.58,6.579,True,1.71
2010-06-19,6.0,0.0837,0.0857,0.002,0.0020000000000000018,True,380.0,5.26,5.263,True,1.93
2010-06-20,6.0,0.0842,0.0872,0.003,0.0030000000000000027,True,400.0,7.5,7.5,True,2.37
2010-06-21,6.0,0.0822,0.085,0.0028,0.002800000000000011,True,400.0,7.0,7.0,True,1.44
2010-06-22,6.0,0.0837,0.0859,0.0022,0.0022000000000000075,True,390.0,5.64,5.641,True,2.05
2010-06-23,6.0,0.0817,0.0842,0.0025,0.0025000000000000022,True,380.0,6.58,6.579,True,1.32
2010-06-24,6.0,0.082,0.0841,0.0021,0.0020999999999999908,True,380.0,5.53,5.526,True,2.26
2010-06-25,6.0,0.0832,0.0861,0.0029,0.0029,True,390.0,7.44,7.436,True,2.14
2010-06-26,6.0,0.0811,0.0842,0.0031,0.0030999999999999917,True,380.0,8.16,8.158,True,2.55
2010-06-27,6.0,0.0819,0.0839,0.002,0.0020000000000000018,True,380.0,5.26,5.263,True,1.77
2010-06-28,6.0,0.0833,0.0855,0.0022,0.0022000000000000075,True,370.0,5.95,5.946,True,1.86
2010-06-29,,0.0818,0.0844,0.0026,0.002600000000000005,True,690.0,3.77,3.768,True,0.973
2010-06-29,6.0,0.084,0.0857,0.0017,0.0016999999999999932,True,350.0,4.86,4.857,True,2.0
2010-06-29,6.0,0.0838,0.0847,0.0009,0.000899999999999998,True,390.0,2.31,2.308,True,1.26
2010-06-30,,0.0831,0.0877,0.0046,0.004600000000000007,True,900.0,251.4,5.111,False,5.36
2010-06-30,6.0,0.0803,0.0836,0.0033,0.0032999999999999974,True,380.0,8.68,8.684,True,2.61
2010-07-01,6.0,0.0826,0.0849,0.0023,0.0022999999999999965,True,380.0,6.05,6.053,True,1.69
2010-07-02,6.0,0.0814,0.0833,0.0019,0.001899999999999999,True,400.0,4.75,4.75,True,1.29
2010-07-03,6.0,0.081,0.0831,0.0021,0.0020999999999999908,True,390.0,5.38,5.385,True,1.44
2010-07-04,6.0,0.0804,0.0815,0.0011,0.0011000000000000038,True,310.0,3.55,3.548,True,1.48
2010-07-05,6.0,0.0822,0.0833,0.0011,0.0011000000000000038,True,230.0,4.78,4.783,True,1.66
2010-07-09,6.0,0.0819,0.0829,0.001,0.0010000000000000009,True,100.0,10.0,10.0,True,2.47
2010-07-10,6.0,0.0823,0.0839,0.0016,0.0016000000000000042,True,430.0,3.72,3.721,True,1.27
2010-07-11,6.0,0.0805,0.0817,0.0012,0.0011999999999999927,True,420.0,2.86,2.857,True,1.23
2010-07-12,6.0,0.0824,0.0836,0.0012,0.0011999999999999927,True,420.0,2.86,2.857,True,1.43
2010-07-13,6.0,0.0826,0.0833,0.0007,0.0006999999999999923,True,430.0,1.63,1.628,True,0.726
2010-07-14,6.0,0.0817,0.0827,0.001,0.0010000000000000009,True,430.0,2.32,2.326,True,0.963
2010-07-15,6.0,0.0823,0.0829,0.0006,0.0006000000000000033,True,430.0,1.4,1.395,True,1.41
2010-07-16,6.0,0.0814,0.0827,0.0013,0.0012999999999999956,True,420.0,3.1,3.095,True,1.29
2010-07-17,6.0,0.0828,0.0833,0.0005,0.0005000000000000004,True,420.0,1.19,1.19,True,1.02
2010-07-18,6.0,0.083,0.084,0.001,0.0010000000000000009,True,420.0,2.38,2.381,True,1.01
2010-07-19,6.0,0.0819,0.0825,0.0006,0.0006000000000000033,True,420.0,1.43,1.429,True,2.24
2010-07-20,6.0,0.0822,0.0833,0.0011,0.0011000000000000038,True,390.0,2.82,2.821,True,1.02
2010-07-21,6.0,0.0808,0.0811,0.0003,0.0003000000000000086,True,410.0,0.732,0.7317,True,0.743
2010-07-22,6.0,0.0821,0.0835,0.0014,0.0013999999999999985,True,210.0,6.67,6.667,True,1.91
2010-07-26,,0.081,0.0835,0.0025,0.0025000000000000022,True,1100.0,2.27,2.273,True,0.664
2010-09-02,,0.0816,0.0865,0.0049,0.004899999999999988,True,850.0,5.76,5.765,True,0.546
2010-09-21,,0.0808,0.0824,0.0016,0.0016000000000000042,True,720.0,2.22,2.222,True,0.376
2010-10-19,,0.081,0.0816,0.0006,0.0006000000000000033,True,750.0,0.8,0.8,True,0.352
2011-04-20,6.0,0.0833,0.0855,0.0022,0.0022000000000000075,True,330.0,6.67,6.667,True,1.77
2011-04-20,6.0,0.0832,0.0838,0.0006,0.0006000000000000033,True,170.0,3.53,3.529,True,1.48
2011-04-20,,0.0818,0.0847,0.0029,0.0029,True,780.0,3.72,3.718,True,1.06
2011-04-21,6.0,0.082,0.0826,0.0006,0.0006000000000000033,True,370.0,1.62,1.622,True,0.981
2011-04-22,6.0,0.0816,0.0821,0.0005,0.0005000000000000004,True,380.0,1.32,1.316,True,0.713
2011-04-23,6.0,0.0839,0.0846,0.0007,0.0006999999999999923,True,370.0,1.89,1.892,True,1.05
2011-04-24,6.0,0.0832,0.0842,0.001,0.0010000000000000009,True,360.0,2.78,2.778,True,0.845
