Date_Collected_yyyy-mm-dd,Sample_Frequency_Hrs,Filter_Tar_(B)_grams_(g),Filter_Sed_(A)_grams_(g),Sediment_grams_(g),Sediment_Calc_grams_(g),Sediment_Check_(Good/Bad)(±5%),Volume_Milliliters_(ml),Sedload_mg/l,Sedload_Calc_mg/l,Sedload_Check_(Good/Bad)(±5%),Nephelometric_Turbidity_Units_(NTU)
1983-04-01,,0.1104,0.1108,0.0004,0.0003999999999999976,True,339.0,1.1799,1.18,True,
1983-04-02,,0.1119,0.1123,0.0004,0.0003999999999999976,True,337.0,1.1869,1.187,True,
1983-04-03,,0.1118,0.1121,0.0003,0.0003000000000000086,True,338.0,0.8876,0.8876,True,
1983-04-04,,0.1106,0.1185,0.0079,0.00789999999999999,True,185.0,42.7027,42.7,True,
1983-04-05,,0.1089,0.1099,0.001,0.0010000000000000009,True,206.0,4.8544,4.854,True,
1983-04-06,,0.11,0.1152,0.0052,0.005199999999999996,True,385.0,13.5065,13.51,True,
1983-04-07,,0.1093,0.1098,0.0005,0.0005000000000000004,True,387.0,1.292,1.292,True,
1983-04-08,,0.109,0.1094,0.0004,0.0003999999999999976,True,388.0,1.0309,1.031,True,
1983-04-09,,0.1104,0.1106,0.0002,0.00020000000000000573,True,386.0,0.5181,0.5181,True,
1983-04-10,,0.1095,0.1097,0.0002,0.00020000000000000573,True,388.0,0.5185,0.5155,True,
1983-04-11,,0.1109,0.111,0.0001,0.00010000000000000286,True,196.0,0.5102,0.5102,True,
1983-04-12,,0.1195,0.1197,0.0002,0.00020000000000000573,True,287.0,0.6969,0.6969,True,
1983-04-13,,0.1103,0.1113,0.001,0.0010000000000000009,True,359.0,2.7855,2.786,True,
1983-04-14,,0.1102,0.1104,0.0002,0.00019999999999999185,True,297.0,0.6734,0.6734,True,
1983-04-15,,0.1115,0.1117,0.0002,0.00019999999999999185,True,298.0,0.6711,0.6711,True,
1983-04-16,,0.1087,0.1089,0.0002,0.00019999999999999185,True,398.0,0.5025,0.5025,True,
1983-04-17,,0.1123,0.1125,0.0002,0.00020000000000000573,True,397.0,0.5038,0.5038,True,
1983-04-18,,0.1097,0.1105,0.0008,0.0007999999999999952,True,398.0,2.0101,2.01,True,
1983-04-19,,0.1096,0.112,0.0024,0.0023999999999999994,True,191.0,12.5654,12.57,True,
1983-04-20,,0.1108,0.1128,0.002,0.0020000000000000018,True,258.0,7.7519,7.752,True,
1983-04-21,,0.107,0.1132,0.0062,0.006199999999999997,True,260.0,23.8462,23.85,True,
1983-04-22,,0.1111,0.1166,0.0055,0.005499999999999991,True,261.0,21.0728,21.07,True,
1983-04-23,,0.11,0.1201,0.0101,0.010099999999999998,True,259.0,38.9961,39.0,True,
1983-04-24,,0.107,0.1286,0.0216,0.021599999999999994,True,258.0,83.7209,83.72,True,
1983-04-25,,0.1112,0.1165,0.0053,0.005300000000000013,True,375.0,14.1333,14.13,True,
1983-04-26,,0.1069,0.1092,0.0023,0.0023000000000000104,True,374.0,6.1497,6.15,True,
1983-04-27,,0.1092,0.1114,0.0022,0.0021999999999999936,True,376.0,5.8511,5.851,True,
1983-04-28,,0.1071,0.1089,0.0018,0.001799999999999996,True,375.0,4.8,4.8,True,
1983-04-29,,0.1076,0.109,0.0014,0.0013999999999999985,True,377.0,3.7135,3.714,True,
1983-04-30,,0.1105,0.1126,0.0021,0.0021000000000000046,True,374.0,5.615,5.615,True,
1983-05-01,,0.1067,0.1094,0.0027,0.002699999999999994,True,380.0,7.1053,7.105,True,
1983-05-02,,0.109,0.1119,0.0029,0.0029,True,379.0,7.6517,7.652,True,
1983-05-03,,0.1081,0.1107,0.0026,0.002600000000000005,True,381.0,6.8241,6.824,True,
1983-05-04,,0.111,0.1131,0.0021,0.0021000000000000046,True,378.0,5.5556,5.556,True,
1983-05-05,,0.1119,0.12,0.0081,0.008099999999999996,True,380.0,21.3158,21.32,True,
1983-05-06,,0.1089,0.1129,0.004,0.0040000000000000036,True,382.0,10.4712,10.47,True,
1983-05-07,,0.1087,0.1098,0.0011,0.0010999999999999899,True,380.0,2.8947,2.895,True,
1983-05-08,,0.1086,0.1101,0.0015,0.0015000000000000013,True,381.0,3.937,3.937,True,
1983-05-09,,0.1073,0.1141,0.0068,0.006799999999999987,True,379.0,17.942,17.94,True,
1983-05-10,,0.1273,0.1305,0.0032,0.0032000000000000084,True,188.0,17.0213,17.02,True,
1983-05-10,,0.1251,0.1286,0.0035,0.003500000000000003,True,315.0,11.1111,11.11,True,
1983-05-10,,0.1087,0.1102,0.0015,0.0015000000000000013,True,415.0,3.6145,3.614,True,
1983-05-11,,0.1252,0.1288,0.0036,0.003599999999999992,True,384.0,9.375,9.375,True,
1983-05-12,,0.124,0.125,0.001,0.0010000000000000009,True,383.0,2.611,2.611,True,
1983-05-13,,0.1269,0.1286,0.0017,0.0016999999999999793,True,381.0,4.4619,4.462,True,
1983-05-14,,0.1277,0.1285,0.0008,0.0007999999999999952,True,380.0,2.1053,2.105,True,
1983-05-15,,0.1272,0.1289,0.0017,0.0016999999999999793,True,385.0,4.4156,4.416,True,
1983-05-16,,0.1226,0.1275,0.0049,0.004900000000000002,True,410.0,11.9512,11.95,True,
1983-05-17,,0.1241,0.1264,0.0023,0.0023000000000000104,True,413.0,5.569,5.569,True,
1983-05-18,,0.1247,0.1288,0.0031,0.0040999999999999925,False,410.0,7.561,10.0,False,
1983-05-19,,0.1282,0.1324,0.0042,0.0041999999999999815,True,415.0,10.1205,10.12,True,
1983-05-20,,0.1253,0.1304,0.0051,0.005099999999999993,True,411.0,12.4088,12.41,True,
1983-05-21,,0.125,0.1327,0.0077,0.007700000000000012,True,412.0,18.6895,18.69,True,
1983-05-22,,0.1253,0.1281,0.0028,0.002799999999999997,True,413.0,6.7797,6.78,True,
1983-05-23,,0.1248,0.1288,0.004,0.0040000000000000036,True,410.0,9.7561,9.756,True,
1983-05-24,,0.125,0.1429,0.0179,0.0179,True,387.0,46.2532,46.25,True,
1983-05-24,,0.1283,0.1374,0.0111,0.009099999999999997,False,361.0,31.7479,25.21,False,
1983-05-25,,0.1242,0.1506,0.0264,0.026400000000000007,True,367.0,71.9346,71.93,True,
1983-05-26,,0.1256,0.1783,0.0527,0.0527,True,370.0,142.4324,142.4,True,
1983-05-27,,0.1283,0.1794,0.0511,0.051100000000000007,True,375.0,136.2667,136.3,True,
1983-05-28,,0.1265,0.1549,0.0285,0.02840000000000001,True,379.0,75.1979,74.93,True,
1983-05-29,,0.1244,0.1445,0.0201,0.020099999999999993,True,381.0,52.7559,52.76,True,
1983-05-30,,0.1246,0.1401,0.0155,0.0155,True,391.0,39.6419,39.64,True,
1983-05-31,,0.1228,0.1306,0.0078,0.0077999999999999875,True,389.0,20.0514,20.05,True,
1983-06-01,,0.1249,0.1318,0.0069,0.006900000000000003,True,390.0,17.6923,17.69,True,
1983-06-02,,0.1228,0.1308,0.008,0.007999999999999993,True,392.0,20.4082,20.41,True,
1983-06-03,,0.1266,0.1339,0.0073,0.007300000000000001,True,393.0,18.5751,18.58,True,
1983-06-04,,0.1228,0.128,0.0052,0.005199999999999996,True,397.0,13.0982,13.1,True,
1983-06-05,,0.127,0.1335,0.0065,0.006500000000000006,True,421.0,15.4394,15.44,True,
1983-06-06,,0.1275,0.1337,0.0062,0.006200000000000011,True,419.0,14.7971,14.8,True,
1983-06-07,,0.1261,0.1327,0.0066,0.0066000000000000225,True,415.0,15.9036,15.9,True,
1983-06-08,,0.127,0.1309,0.0039,0.003899999999999987,True,393.0,9.9237,9.924,True,
1983-06-09,,0.1248,0.1273,0.0025,0.0025000000000000022,True,390.0,6.4103,6.41,True,
1983-06-10,,0.1263,0.1318,0.0055,0.005500000000000005,True,389.0,14.1388,14.14,True,
1983-06-11,,0.1304,0.1337,0.0033,0.003300000000000025,True,419.0,7.8759,7.876,True,
1983-06-12,,0.1292,0.1577,0.0285,0.028499999999999998,True,420.0,67.8571,67.86,True,
1983-06-13,,0.1269,0.1298,0.0029,0.002899999999999986,True,354.0,8.1921,8.192,True,
1983-06-14,,0.1262,0.1293,0.0031,0.0030999999999999917,True,418.0,7.4163,7.416,True,
1983-06-15,,0.1224,0.1231,0.0007,0.0007000000000000062,True,160.0,4.375,4.375,True,
1983-06-16,,0.1264,0.1269,0.0005,0.0005000000000000004,True,159.0,3.1447,3.145,True,
1983-06-17,,0.1267,0.1273,0.0006,0.0005999999999999894,True,163.0,3.681,3.681,True,
1983-06-18,,0.1241,0.1248,0.0007,0.0006999999999999923,True,170.0,4.1176,4.118,True,
1983-06-19,,0.1242,0.1249,0.0007,0.0006999999999999923,True,168.0,4.1667,4.167,True,
1983-06-20,,0.1237,0.1241,0.0004,0.0003999999999999976,True,169.0,2.3669,2.367,True,
1983-06-21,,0.125,0.13,0.005,0.0050000000000000044,True,191.0,26.178,26.18,True,
1983-06-22,,0.1222,0.1227,0.0005,0.0005000000000000004,True,189.0,2.6455,2.646,True,
1983-06-23,,0.1256,0.1305,0.0049,0.0049000000000000155,True,185.0,26.4865,26.49,True,
1983-06-24,,0.1226,0.1229,0.0003,0.0002999999999999947,True,190.0,1.5789,1.579,True,
1983-06-25,,0.1236,0.1241,0.0005,0.0005000000000000004,True,192.0,2.6042,2.604,True,
1983-06-26,,0.1234,0.1241,0.0007,0.0007000000000000062,True,188.0,3.7234,3.723,True,
1983-06-27,,0.1253,0.1264,0.0011,0.0011000000000000176,True,215.0,5.1163,5.116,True,
1983-06-28,,0.1216,0.122,0.0004,0.0003999999999999976,True,240.0,1.6667,1.667,True,
1983-06-29,,0.125,0.1257,0.0007,0.0007000000000000062,True,221.0,3.1674,3.167,True,
1983-06-30,,0.1227,0.1377,0.015,0.014999999999999986,True,238.0,63.0252,63.03,True,
1984-05-17,,0.1171,0.1324,0.0153,0.015299999999999994,True,369.0,41.4634,41.46,True,
1984-05-18,,0.1148,0.1374,0.0226,0.022599999999999995,True,370.0,61.0811,61.08,True,
1984-05-19,,0.1152,0.1495,0.0343,0.0343,True,375.0,91.4667,91.47,True,
1984-05-20,,0.1139,0.1417,0.0278,0.02779999999999999,True,377.0,73.7401,73.74,True,
1984-05-21,,0.1172,0.1319,0.0147,0.01469999999999999,True,380.0,38.6842,38.68,True,
1984-05-22,,0.1158,0.13,0.0142,0.014200000000000004,True,381.0,37.2703,37.27,True,
1984-05-23,,0.117,0.1752,0.0582,0.05819999999999999,True,379.0,153.562,153.6,True,
1984-05-24,,0.1164,0.1388,0.0224,0.022400000000000003,True,350.0,64.0,64.0,True,
1984-05-25,,0.1143,0.1324,0.0181,0.01809999999999999,True,294.0,61.5646,61.56,True,
1984-05-26,,0.1113,0.1252,0.0139,0.01390000000000001,True,297.0,46.8013,46.8,True,
1984-05-27,,0.1141,0.1204,0.0063,0.0063,True,295.0,21.3559,21.36,True,
1984-05-28,,0.113,0.1208,0.0078,0.007800000000000001,True,298.0,26.1745,26.17,True,
1984-05-29,,0.1131,0.1235,0.0108,0.010399999999999993,True,297.0,36.3636,35.02,True,
1984-05-30,,0.1164,0.1392,0.0228,0.022799999999999987,True,294.0,77.551,77.55,True,
1984-05-31,,0.1094,0.1275,0.0181,0.018100000000000005,True,362.0,50.0,50.0,True,
1984-06-01,,0.1087,0.1193,0.0106,0.010599999999999998,True,361.0,29.3629,29.36,True,
1984-06-02,,0.1075,0.1222,0.0147,0.014700000000000005,True,422.0,34.8341,34.83,True,
1984-06-03,,0.1074,0.1131,0.0057,0.005700000000000011,True,421.0,13.5392,13.54,True,
1984-06-04,,0.1116,0.1182,0.0066,0.006599999999999995,True,420.0,15.7143,15.71,True,
1984-06-05,,0.1082,0.1178,0.0092,0.009599999999999997,True,418.0,22.0096,22.97,True,
1984-06-06,,0.1102,0.1332,0.023,0.023000000000000007,True,450.0,51.1111,51.11,True,
1984-06-07,,0.1068,0.1107,0.0039,0.0039000000000000007,True,452.0,8.6283,8.628,True,
1984-06-08,,0.1091,0.1129,0.0038,0.003799999999999998,True,453.0,8.3885,8.389,True,
1984-06-09,,0.1058,0.1097,0.0039,0.0039000000000000007,True,451.0,8.6475,8.647,True,
1984-06-10,,0.1067,0.1237,0.017,0.017,True,455.0,37.3626,37.36,True,
1984-06-11,,0.1109,0.1207,0.0098,0.009800000000000003,True,453.0,21.6336,21.63,True,
1984-06-12,,0.1105,0.114,0.0035,0.003500000000000003,True,191.0,18.3246,18.32,True,
1984-06-13,,0.1106,0.1129,0.0023,0.0022999999999999965,True,165.0,13.9394,13.94,True,
1984-06-14,,0.1112,0.1146,0.0034,0.0034000000000000002,True,132.0,25.7576,25.76,True,
1984-06-15,,0.1109,0.1128,0.0019,0.001899999999999999,True,138.0,13.7681,13.77,True,
1984-06-16,,0.1079,0.1125,0.0046,0.004600000000000007,True,135.0,34.0741,34.07,True,
1984-06-17,,0.11,0.1134,0.0034,0.0034000000000000002,True,138.0,24.6377,24.64,True,
1984-06-18,,0.1102,0.1118,0.0016,0.0015999999999999903,True,135.0,11.8519,11.85,True,
1984-06-19,,0.1114,0.1136,0.0022,0.0022000000000000075,True,138.0,15.942,15.94,True,
1984-06-20,,0.1111,0.1163,0.0052,0.005199999999999996,True,134.0,38.806,38.81,True,
1984-06-21,,0.1007,0.1128,0.0021,0.0121,False,136.0,15.4412,88.97,False,
1984-06-22,,0.1009,0.113,0.0021,0.0121,False,137.0,15.3285,88.32,False,
1984-06-23,,0.1138,0.1166,0.0028,0.002799999999999997,True,135.0,20.7407,20.74,True,
1984-06-24,,0.1097,0.1125,0.0028,0.002799999999999997,True,138.0,20.2899,20.29,True,
1984-06-25,,0.1089,0.1141,0.0052,0.005199999999999996,True,139.0,37.4101,37.41,True,
1984-06-26,,0.1093,0.1135,0.0042,0.004200000000000009,True,147.0,28.5714,28.57,True,
1984-06-27,,0.1075,0.1114,0.0039,0.0039000000000000007,True,150.0,26.0,26.0,True,
1984-06-28,,0.1103,0.115,0.0047,0.00470000000000001,True,168.0,27.9762,27.98,True,
1984-06-29,,0.1099,0.1136,0.0037,0.003700000000000009,True,169.0,21.8935,21.89,True,
1984-06-30,,0.1136,0.1213,0.0077,0.0076999999999999985,True,182.0,42.3077,42.31,True,
1984-07-01,,0.116,0.1184,0.0024,0.0023999999999999994,True,180.0,13.3333,13.33,True,
1984-07-02,,0.1157,0.1208,0.0051,0.005100000000000007,True,179.0,28.4916,28.49,True,
1984-07-03,,0.1174,0.1313,0.0139,0.013899999999999996,True,177.0,78.5211,78.53,True,
1984-07-05,,0.1112,0.1184,0.0072,0.007200000000000012,True,162.0,44.4444,44.44,True,
1984-07-06,,0.1145,0.1155,0.001,0.0010000000000000009,True,163.0,6.135,6.135,True,
1984-07-07,,0.1109,0.1114,0.0005,0.0005000000000000004,True,161.0,3.1056,3.106,True,
1984-07-08,,0.1111,0.1119,0.0008,0.0007999999999999952,True,160.0,5.0,5.0,True,
1984-07-09,,0.1114,0.112,0.0006,0.0006000000000000033,True,162.0,3.7037,3.704,True,
1984-07-10,,0.1116,0.1125,0.0009,0.000899999999999998,True,161.0,5.5901,5.59,True,
1984-07-11,,0.1118,0.1133,0.0005,0.0015000000000000013,False,159.0,3.1447,9.434,False,
1984-07-12,,0.1107,0.1114,0.0007,0.0006999999999999923,True,160.0,4.375,4.375,True,
1984-07-13,,0.1141,0.1149,0.0008,0.000800000000000009,True,158.0,5.0633,5.063,True,
1984-07-14,,0.1148,0.1153,0.0005,0.0005000000000000004,True,160.0,3.125,3.125,True,
1984-07-15,,0.1132,0.1137,0.0005,0.0005000000000000004,True,163.0,3.0675,3.067,True,
1984-07-16,,0.1123,0.1126,0.0003,0.0003000000000000086,True,162.0,1.8519,1.852,True,
1984-07-17,,0.11,0.1103,0.0003,0.0002999999999999947,True,160.0,1.875,1.875,True,
1984-07-18,,0.1102,0.1105,0.0003,0.0002999999999999947,True,159.0,1.8868,1.887,True,
1984-07-19,,0.1093,0.1099,0.0006,0.0006000000000000033,True,161.0,3.7267,3.727,True,
1984-07-20,,0.1101,0.1105,0.0004,0.0003999999999999976,True,160.0,2.5,2.5,True,
1984-07-21,,0.1113,0.1116,0.0003,0.0003000000000000086,True,162.0,1.8519,1.852,True,
1984-07-22,,0.11,0.1104,0.0004,0.0003999999999999976,True,159.0,2.5157,2.516,True,
1984-07-23,,0.1074,0.108,0.0006,0.0006000000000000033,True,167.0,3.5928,3.593,True,
1984-07-24,,0.1108,0.1112,0.0004,0.0003999999999999976,True,171.0,2.3392,2.339,True,
1984-07-25,,0.1077,0.1079,0.0002,0.00019999999999999185,True,168.0,1.1905,1.19,True,
1984-07-26,,0.1099,0.1103,0.0004,0.0003999999999999976,True,163.0,2.454,2.454,True,
1984-07-27,,0.1092,0.1116,0.0014,0.0023999999999999994,False,162.0,8.642,14.81,False,
1984-07-28,,0.1095,0.1114,0.0009,0.001899999999999999,False,161.0,5.5901,11.8,False,
1984-07-29,,0.1119,0.1123,0.0004,0.0003999999999999976,True,159.0,2.5127,2.516,True,
1984-07-30,,0.1095,0.1103,0.0008,0.0007999999999999952,True,160.0,5.0,5.0,True,
1984-07-31,,0.1094,0.1108,0.0014,0.0013999999999999985,True,161.0,8.6957,8.696,True,
1984-08-01,,0.1119,0.1121,0.0002,0.00020000000000000573,True,158.0,1.2658,1.266,True,
1985-05-09,,0.215,0.2155,0.0005,0.0005000000000000004,True,64.0,7.8125,7.813,True,
1985-05-10,,0.2174,0.2178,0.0004,0.0003999999999999837,True,63.0,6.3492,6.349,True,
1985-05-11,,0.2187,0.2194,0.0007,0.0007000000000000062,True,64.0,10.9375,10.94,True,
1985-05-12,,0.218,0.2183,0.0003,0.0002999999999999947,True,65.0,4.6154,4.615,True,
1985-05-13,,0.2172,0.2175,0.0003,0.0002999999999999947,True,63.0,4.7619,4.762,True,
1985-05-14,,0.2186,0.2188,0.0002,0.00020000000000000573,True,64.0,3.125,3.125,True,
1985-05-15,,0.2188,0.2196,0.0012,0.0007999999999999952,False,79.0,15.1899,10.13,False,
1985-05-16,,0.2187,0.2201,0.0014,0.0013999999999999846,True,80.0,17.5,17.5,True,
1985-05-17,,0.2201,0.2235,0.0034,0.003400000000000014,True,79.0,43.038,43.04,True,
1985-05-18,,0.2204,0.2206,0.0002,0.00019999999999997797,True,81.0,2.4691,2.469,True,
1985-05-19,,0.2192,0.2203,0.0011,0.0010999999999999899,True,80.0,13.75,13.75,True,
1985-05-20,,0.2201,0.2208,0.0007,0.0007000000000000062,True,82.0,8.5366,8.537,True,
1985-05-21,,0.2183,0.2359,0.0176,0.017600000000000005,True,76.0,231.5789,231.6,True,
1985-05-22,,0.2182,0.2271,0.0089,0.008899999999999991,True,95.0,93.6842,93.68,True,
1985-05-23,,0.2188,0.2278,0.009,0.009000000000000008,True,96.0,93.75,93.75,True,
1985-05-24,,0.2188,0.2207,0.0019,0.0019000000000000128,True,97.0,19.5876,19.59,True,
1985-05-25,,0.2185,0.2282,0.0097,0.009699999999999986,True,98.0,98.9796,98.98,True,
1985-05-26,,0.2206,0.2207,0.0001,0.00010000000000001674,True,90.0,1.1111,1.111,True,
1985-05-27,,0.2196,0.223,0.0034,0.003400000000000014,True,87.0,39.0805,39.08,True,
1985-05-28,,0.2168,0.2206,0.0038,0.003799999999999998,True,100.0,38.0,38.0,True,
1985-05-29,,0.2173,0.2181,0.0008,0.0007999999999999952,True,108.0,7.4074,7.407,True,
1985-05-30,,0.2171,0.2194,0.0023,0.0023000000000000242,True,111.0,20.7207,20.72,True,
1985-05-31,,0.2166,0.2172,0.0006,0.0006000000000000172,True,110.0,5.4545,5.455,True,
1985-06-01,,0.2181,0.2183,0.0002,0.00020000000000000573,True,110.0,1.8182,1.818,True,
1985-06-02,,0.2188,0.2189,0.0001,0.00010000000000001674,True,107.0,0.9346,0.9346,True,
1985-06-03,,0.2182,0.219,0.0008,0.0007999999999999952,True,99.0,8.0808,8.081,True,
1985-06-04,,0.2209,0.2268,0.0059,0.005899999999999989,True,389.0,15.1671,15.17,True,
1985-06-05,,0.215,0.2209,0.0059,0.005900000000000016,True,386.0,15.285,15.28,True,
1985-06-06,,0.2154,0.2188,0.0034,0.0033999999999999864,True,385.0,8.8312,8.831,True,
1985-06-07,,0.2141,0.2171,0.003,0.002999999999999975,True,387.0,7.7519,7.752,True,
1985-06-08,,0.2141,0.2183,0.0042,0.0041999999999999815,True,384.0,10.9375,10.94,True,
1985-06-09,,0.2151,0.2196,0.0045,0.004499999999999976,True,383.0,11.7493,11.75,True,
1985-06-10,,0.215,0.2195,0.0045,0.004500000000000004,True,364.0,12.3626,12.36,True,
1985-06-11,,0.2149,0.2173,0.0024,0.0023999999999999855,True,363.0,6.6116,6.612,True,
1985-06-12,,0.2204,0.2231,0.0027,0.00269999999999998,True,365.0,7.3973,7.397,True,
1985-06-13,,0.2211,0.2238,0.0027,0.002700000000000008,True,362.0,7.4586,7.459,True,
1985-06-14,,0.221,0.2235,0.0025,0.0025000000000000022,True,364.0,6.8681,6.868,True,
1985-06-15,,0.219,0.2214,0.0024,0.0024000000000000132,True,363.0,6.6116,6.612,True,
1985-06-16,,0.2183,0.219,0.0007,0.0007000000000000062,True,364.0,1.9231,1.923,True,
1985-06-17,,0.2166,0.2175,0.0009,0.0009000000000000119,True,362.0,2.4862,2.486,True,
1985-06-18,,0.2165,0.2179,0.0014,0.0014000000000000123,True,363.0,3.8567,3.857,True,
1985-06-19,,0.2153,0.2163,0.001,0.0010000000000000009,True,361.0,2.7701,2.77,True,
1985-06-20,,0.2167,0.2173,0.0006,0.0005999999999999894,True,362.0,1.6575,1.657,True,
1985-06-21,,0.217,0.2176,0.0006,0.0005999999999999894,True,363.0,1.6529,1.653,True,
1985-06-22,,0.2205,0.2214,0.0009,0.0009000000000000119,True,356.0,2.5281,2.528,True,
1985-06-23,,0.2166,0.2172,0.0006,0.0006000000000000172,True,362.0,1.6575,1.657,True,
1985-06-24,,0.2158,0.2169,0.0011,0.0011000000000000176,True,363.0,3.0303,3.03,True,
1985-06-25,,0.2139,0.2141,0.0002,0.00020000000000000573,True,361.0,0.554,0.554,True,
1985-06-26,,0.2152,0.2157,0.0005,0.0005000000000000004,True,362.0,1.3812,1.381,True,
1985-06-27,,0.2166,0.217,0.0004,0.00040000000000001146,True,300.0,1.3333,1.333,True,
1986-04-01,,0.247,0.2507,0.0037,0.003699999999999981,True,382.0,9.6859,9.686,True,
1986-04-02,,0.2498,0.2527,0.0029,0.002899999999999986,True,383.0,7.5718,7.572,True,
1986-04-03,,0.248,0.2504,0.0024,0.0024000000000000132,True,385.0,6.2338,6.234,True,
1986-04-04,,0.2506,0.253,0.0024,0.0024000000000000132,True,384.0,6.25,6.25,True,
1986-04-05,,0.2484,0.2506,0.0022,0.0021999999999999797,True,386.0,5.6995,5.699,True,
1986-04-06,,0.2509,0.2532,0.0023,0.0022999999999999687,True,385.0,5.974,5.974,True,
1986-04-07,,0.2489,0.2537,0.0048,0.004799999999999971,True,406.0,11.8227,11.82,True,
1986-04-08,,0.2506,0.2649,0.0123,0.014300000000000035,False,408.0,30.1471,35.05,False,
1986-04-09,,0.2496,0.2597,0.0101,0.010099999999999998,True,410.0,24.6341,24.63,True,
1986-04-10,,0.2502,0.2552,0.005,0.0050000000000000044,True,412.0,12.1359,12.14,True,
1986-04-11,,0.2478,0.2513,0.0035,0.003500000000000031,True,400.0,8.5366,8.75,True,
1986-04-12,,0.2509,0.2551,0.0042,0.0041999999999999815,True,411.0,10.219,10.22,True,
1986-04-13,,0.2485,0.252,0.0035,0.003500000000000003,True,412.0,8.4951,8.495,True,
1986-04-14,,0.2461,0.2492,0.0031,0.0030999999999999917,True,410.0,7.561,7.561,True,
1986-04-15,,0.2467,0.2501,0.0034,0.0033999999999999864,True,408.0,8.3333,8.333,True,
1986-04-16,,0.2475,0.2511,0.0036,0.003599999999999992,True,411.0,8.7591,8.759,True,
1986-04-17,,0.2504,0.2532,0.0028,0.002799999999999969,True,413.0,6.7797,6.78,True,
1986-04-18,,0.2485,0.2522,0.0037,0.003699999999999981,True,412.0,8.9806,8.981,True,
1986-04-19,,0.2483,0.2505,0.0022,0.0022000000000000075,True,480.0,4.5833,4.583,True,
1986-04-20,,0.2501,0.2519,0.0018,0.0018000000000000238,True,475.0,3.7895,3.789,True,
1986-04-21,,0.2551,0.2661,0.011,0.01100000000000001,True,493.0,22.3124,22.31,True,
1986-04-22,,0.2462,0.2867,0.0405,0.04050000000000001,True,392.0,103.3163,103.3,True,
1986-04-23,,0.2481,0.2656,0.0175,0.017500000000000016,True,397.0,44.0806,44.08,True,
1986-04-24,,0.2477,0.2576,0.0099,0.009899999999999992,True,390.0,25.3846,25.38,True,
1986-04-25,,0.2468,0.2543,0.0075,0.007500000000000034,True,391.0,19.1816,19.18,True,
1986-04-26,,0.2473,0.2527,0.0054,0.005399999999999988,True,394.0,13.7056,13.71,True,
1986-04-27,,0.2485,0.2559,0.0074,0.007400000000000018,True,395.0,18.7342,18.73,True,
1986-04-28,,0.2487,0.2553,0.0066,0.0066000000000000225,True,419.0,15.7518,15.75,True,
1986-04-29,,0.2485,0.2525,0.004,0.0040000000000000036,True,420.0,9.5238,9.524,True,
1986-04-30,,0.2482,0.252,0.0048,0.003799999999999998,False,415.0,11.5663,9.157,False,
1986-05-01,,0.2485,0.2545,0.006,0.006000000000000005,True,314.0,19.1083,19.11,True,
1986-05-02,,0.2481,0.2548,0.0067,0.006700000000000039,True,416.0,16.1058,16.11,True,
1986-05-03,,0.2478,0.2621,0.0143,0.014300000000000007,True,419.0,34.1289,34.13,True,
1986-05-04,,0.2459,0.2589,0.013,0.013000000000000012,True,421.0,23.753,30.88,False,
1986-05-05,,0.2477,0.2575,0.0098,0.009800000000000003,True,423.0,23.1678,23.17,True,
1986-05-06,,0.2481,0.2569,0.0088,0.00880000000000003,True,420.0,20.9524,20.95,True,
1986-05-07,,0.2469,0.2548,0.0079,0.007900000000000018,True,421.0,18.7649,18.76,True,
1986-05-08,,0.2488,0.2556,0.0068,0.0068000000000000005,True,423.0,16.0757,16.08,True,
1986-05-09,,0.2462,0.2595,0.0083,0.013300000000000006,False,422.0,19.6682,31.52,False,
1986-05-10,,0.2521,0.2535,0.0014,0.0014000000000000123,True,422.0,3.3175,3.318,True,
1986-05-11,,0.2525,0.253,0.0005,0.0005000000000000004,True,423.0,11.9048,1.182,False,
1986-05-12,,0.2532,0.2538,0.0006,0.0006000000000000449,True,421.0,1.4252,1.425,True,
1986-05-13,,0.2536,0.2596,0.001,0.006000000000000005,False,424.0,2.3585,14.15,False,
1986-05-14,,0.2522,0.2536,0.0014,0.0014000000000000123,True,422.0,3.3175,3.318,True,
1986-05-15,,0.2527,0.255,0.0023,0.0023000000000000242,True,423.0,5.4374,5.437,True,
1986-05-16,,0.2487,0.2503,0.0016,0.001600000000000018,True,214.0,7.4766,7.477,True,
1986-05-24,,0.2498,0.2865,0.0365,0.03669999999999998,True,401.0,91.0224,91.52,True,
1986-05-25,,0.2428,0.3425,0.0997,0.09970000000000004,True,402.0,248.01,248.0,True,
1986-05-26,,0.2424,0.2433,0.0009,0.0008999999999999841,True,204.0,4.411,4.412,True,
1986-05-27,,0.242,0.2476,0.0056,0.005599999999999994,True,210.0,26.6667,26.67,True,
1986-05-28,,0.2406,0.2488,0.0082,0.008199999999999985,True,405.0,20.2469,20.25,True,
1986-05-29,,0.244,0.26,0.016,0.016000000000000014,True,404.0,39.604,39.6,True,
1986-05-30,,0.2443,0.2631,0.0191,0.01880000000000001,True,428.0,44.6262,43.93,True,
1986-05-31,,0.243,0.378,0.135,0.135,True,427.0,316.1593,316.2,True,
1986-06-01,,0.2439,0.3157,0.0718,0.07179999999999997,True,430.0,166.9767,167.0,True,
1986-06-02,,0.2439,0.3154,0.0715,0.07150000000000001,True,432.0,165.5093,165.5,True,
